0,1,2,3,4,5,6,7,8,9,10,11,12,13
-595.5693,58.395145,1.8540379,14.74808,8.114681,-2.0215025,-4.586835,-8.132957,-12.64699,-1.0177996,-2.6425076,0.881149,3.2754881,0
-603.5112,55.546993,-6.363469,9.471385,4.087012,-3.6968248,-8.442776,-11.976025,-16.687145,-3.7323687,-3.7408295,-5.831695,-0.55475813,0
-624.4835,60.616714,7.0847297,19.610245,9.924355,4.668557,-1.2066208,-4.9920397,-8.702972,0.9026996,-0.107477486,0.977409,2.5910144,0
-624.2697,60.829174,-3.742742,15.80237,6.361756,0.34993976,-4.3208704,-10.190178,-10.925959,-0.27174252,-1.2894627,-0.8525217,-0.08690391,0
-439.42676,52.822906,-13.1232,5.725411,1.2466226,6.4155464,-6.1541896,-11.611233,-15.285753,-1.421226,1.6235893,-3.1532912,-1.0919679,0
-404.2764,43.124683,-17.967274,-2.786456,1.5000676,0.20250832,-11.827837,-14.612068,-17.648897,-6.861052,-4.892947,-8.805667,-6.802556,0
-369.8635,39.62853,-15.81711,-0.4445594,-6.1743937,-0.65013087,-10.510261,-17.828594,-18.271336,-8.987494,-4.1960783,-7.476551,-8.196327,0
-427.36502,45.67874,-15.949531,-0.6474927,-1.2069637,2.4827278,-14.023713,-15.020881,-17.594849,-9.059507,1.8709944,-7.001272,-7.8301115,0
-647.8857,64.334526,-3.6199791,11.524656,3.4450471,0.94751316,-7.658136,-6.8583255,-14.2240505,-4.0979333,-1.109157,-6.8793387,-2.0611498,0
-626.8025,53.27183,-0.19223465,5.198968,2.9766734,0.0326725,-9.902622,-6.332047,-13.754279,-4.452126,-0.9991195,-5.919888,-3.7457275,0
-667.7139,71.74298,1.5414017,13.028861,1.3599029,3.8833182,-5.2529945,-11.68119,-8.863107,-1.5998626,-2.9347823,-2.6152387,-1.3883412,0
-669.5406,55.215244,-1.3248004,10.9775305,-0.5819965,4.0443172,-5.8073545,-9.683692,-7.853657,-1.0020139,-0.29664087,-3.5719888,-0.88945603,0
-490.16766,44.43411,-7.4290633,-5.2013955,-9.914325,-1.4521043,-12.061374,-16.900772,-14.3769455,-6.4442534,-4.0134516,-3.9176767,-7.465685,0
-491.31628,35.61806,-9.476309,2.3481908,-9.092998,-5.8976183,-18.763405,-15.432763,-9.989695,-5.422116,-4.924889,-5.478387,-7.2860446,0
-521.04474,43.79376,9.018935,-0.14687076,-7.643604,0.9080323,-12.523923,-15.505722,-5.926439,-8.252455,-9.258677,-2.5275187,-8.105758,0
-501.11404,42.599346,-1.3493056,-0.1193402,-4.3794203,-1.486238,-13.832367,-15.04822,-8.739339,-5.164778,-6.8698463,-5.706927,-7.4780364,0
-660.7038,53.33359,-0.79490423,8.585911,4.159752,-2.174864,-6.379263,-6.273192,-10.068005,-5.5550942,-0.5925157,-4.991651,-1.132309,0
-684.0049,53.245083,-3.824052,10.863383,6.459986,-1.7641879,-6.690279,-5.712965,-10.270371,-1.246635,-1.4201652,-5.5388427,-0.763196,0
-661.698,56.715385,-0.47714803,13.324948,3.0821433,-0.72484565,-4.334768,-6.946838,-11.404602,-2.214427,-1.1596667,-3.4503157,-2.2881184,0
-666.63245,49.67482,-2.201217,8.59013,-0.85706604,-3.52395,-4.707689,-6.8314037,-9.854806,-5.0809245,-1.3115125,-6.220011,-1.3090926,0
-605.4552,51.44182,-5.8208895,8.970381,3.7160833,-2.2610714,-8.388425,-5.9210763,-11.399495,-4.341223,0.053027928,-7.4543834,-0.24496992,0
-553.4349,42.34179,-5.6205363,7.7216315,-0.3379584,-2.9505708,-7.043262,-7.178857,-11.853998,-6.2996254,-1.6240135,-6.278171,-2.295075,0
-592.73694,45.527775,-4.781423,8.121532,0.16488303,-3.7623193,-7.1293106,-9.040397,-15.125155,-2.1820283,-3.1337657,-5.305816,-1.3364407,0
-573.5985,47.206623,-5.934521,6.493814,-0.9388617,-0.338818,-8.983735,-9.345156,-11.675053,-4.897145,-1.7663746,-5.397084,-2.1397543,0
-650.88696,54.811466,-9.415654,8.737362,-4.716145,-3.440709,-5.684013,-8.289238,-4.2872987,-0.5839202,-5.0302076,-1.6945443,-5.356237,0
-646.173,49.427307,-11.090625,11.785176,-6.1140323,-2.7821631,-5.58075,-7.02509,-3.0729105,-1.6675559,-3.574869,-2.0481231,-5.7755084,0
-622.73773,51.62893,-10.733812,5.0812383,-5.1063056,-2.911272,-6.0192585,-9.093672,-5.539858,-1.6969988,-5.326417,-2.5882556,-6.7006125,0
-638.20654,46.863243,-10.208138,5.2521963,-6.740145,-4.729086,-6.611048,-10.276888,-6.4051967,-2.9118538,-5.977235,-2.9582925,-8.823288,0
-663.485,52.51666,-3.929151,12.229964,-5.046354,-1.3994019,-3.784668,-7.1928005,-3.3398378,-1.7999017,-3.5469081,-3.9210706,-4.864671,0
-658.85657,48.35173,-8.860038,9.020869,-6.0316267,-2.496105,-5.0419555,-8.881883,-3.43643,-3.139913,-4.323446,-6.849558,-5.8488736,0
-657.19147,46.24117,-5.832902,4.684302,-4.8182607,-3.193149,-7.0571694,-8.495058,-6.3728952,-2.2484508,-6.6539764,-4.5172443,-7.4011965,0
-649.65686,49.158146,-11.404677,1.7404541,-6.686942,-4.7690425,-8.295969,-11.592744,-6.922735,-3.6700437,-7.5794783,-5.716816,-10.091454,0
-644.4617,43.892715,-6.179109,8.142857,-6.478416,-4.6782737,-4.4029903,-7.6497564,-6.631286,-1.933306,-4.9996743,-6.3571053,-5.446917,0
-654.94727,46.60622,-9.203025,7.76346,-8.2052355,-2.377125,-5.512875,-9.178723,-5.26058,-3.3639586,-3.1236029,-7.2688017,-6.322726,0
-651.76166,41.654026,-7.1342964,1.3726702,-7.817509,-2.1355243,-9.236521,-11.093529,-8.5989,-2.4836564,-7.575759,-8.154436,-8.524458,0
-657.49426,47.748768,-5.3763347,3.576216,-6.7308083,-1.4113302,-8.252039,-9.882028,-6.804762,-0.90638965,-6.4055796,-8.362635,-8.921062,0
-584.98193,43.49735,-21.613512,8.840687,-7.1847095,-5.8508253,-4.939766,-12.593667,-4.7779684,-3.069792,-5.8166876,-2.4290986,-8.782639,0
-604.8968,45.431297,-18.239317,12.399058,-6.7792864,-6.2503557,-4.8959746,-12.205088,-3.925211,-3.7932808,-6.648871,-1.5089442,-8.131906,0
-597.07983,42.59051,-21.175423,5.6965714,-8.307208,-6.419817,-9.269517,-14.622379,-5.3774085,-3.3579507,-8.641006,-2.1729333,-10.428896,0
-593.2368,46.83099,-15.85643,8.831805,-6.5239244,-5.7551813,-8.941295,-12.571816,-3.4212275,-1.8476434,-7.425349,-1.6756238,-8.783872,0
-485.7631,32.564266,-30.229746,7.220267,-11.697917,-14.50974,-7.1570253,-15.302261,-4.2934856,-7.598068,-9.714729,-1.8769455,-11.951104,0
-484.05106,36.137093,-31.03271,6.3685184,-9.820409,-15.266206,-8.6173315,-13.688791,-5.406814,-5.569201,-9.62315,-0.3248102,-11.087544,0
-534.58813,38.3263,-23.210785,4.878228,-6.7186866,-11.688892,-12.039904,-14.707695,-4.393068,-3.4077706,-11.876591,-1.9585088,-11.026934,0
-535.76544,36.595924,-22.95475,4.3493896,-8.955843,-12.382878,-9.473108,-14.072242,-6.5938363,-5.6398363,-11.27791,-1.5097876,-12.058823,0
-676.3024,52.98468,-10.12559,7.553023,-6.3764544,-4.178101,-7.0682874,-10.334011,-6.4553995,-3.6685622,-5.264068,-5.192524,-5.321126,0
-668.92224,55.75881,-10.189733,9.236055,-5.7070374,-2.9092662,-5.037942,-8.864873,-6.852291,-1.2673047,-5.5656886,-3.4122162,-5.800645,0
-655.3415,43.67786,-5.2189183,4.6036606,-5.1560073,-4.3768125,-9.468041,-11.186405,-4.6684284,-2.7140484,-6.6079,-3.335372,-6.870284,0
-677.4653,44.890083,-6.030832,7.0383196,-3.464866,-3.586947,-7.290988,-9.730349,-5.9338603,-0.385816,-6.3672686,-3.241709,-6.4047236,0
-660.632,47.767834,-10.136257,6.3656726,-9.269877,-6.1767464,-10.420731,-13.701457,-9.670953,-3.7259302,-8.182416,-2.2050087,-7.310877,0
-678.2814,54.174164,-5.932104,8.357221,-5.2659736,-4.165119,-10.403088,-11.6405115,-9.475466,-3.1103897,-7.203175,-2.9418535,-7.073263,0
-662.81335,44.247383,-6.596105,4.502158,-6.5919714,-4.442575,-11.3683815,-14.228846,-10.855096,-4.383649,-8.694472,-3.686016,-9.680867,0
-660.66174,44.72814,-7.225119,5.4583187,-5.669271,-6.8396263,-12.824379,-13.459359,-9.2150545,-2.432897,-10.154377,-3.5748544,-8.822795,0
-562.73615,44.10544,-10.6997795,6.3714294,-6.6138616,-4.3920217,-3.9863489,-9.935482,-4.7145042,-1.9718874,-3.2711892,-2.0595431,-5.1233196,0
-532.2975,42.717583,-17.331505,7.813206,-8.506889,-4.2809963,-5.7889214,-10.066204,-3.0511558,-0.46559715,-2.5434763,-1.6033282,-4.46429,0
-573.49945,46.20469,-10.169035,4.650053,-8.68412,-3.1298323,-5.5776434,-10.671836,-5.9722543,-1.6526487,-6.107992,-2.0806262,-7.3920755,0
-562.6179,41.796906,-16.12536,4.2044134,-11.664732,-6.5105143,-5.6719065,-12.340054,-6.299266,-2.249969,-5.676751,-2.0664127,-8.7941,0
-443.62094,30.320278,-23.778652,3.3619385,-15.067614,-7.6315374,-3.0038416,-13.512605,-2.783746,-4.23014,-4.1299906,-2.87795,-7.3550873,0
-468.1172,33.576775,-24.631952,3.3620634,-15.354207,-6.833356,-0.16274151,-12.432515,-4.4426513,-4.392281,-4.002981,-1.6553297,-8.596327,0
-422.81915,26.026506,-31.10443,-4.063786,-18.762997,-12.287956,-4.5384393,-17.901114,-7.6936584,-6.929589,-8.54362,-4.2587194,-11.721239,0
-416.50317,24.154707,-31.213703,-1.7833326,-19.540026,-10.8695965,-3.7596686,-16.692081,-6.525339,-6.4464064,-8.498057,-4.262541,-12.149719,0
-568.453,33.78707,-26.661388,5.2681165,-12.740525,-9.301659,-9.053096,-14.913774,-6.599834,-6.9515753,-6.903594,-4.915564,-5.4649553,0
-569.5748,33.871086,-26.092636,2.276772,-11.48383,-8.557249,-7.6728516,-16.266457,-7.1057014,-5.636946,-7.5076394,-4.8900285,-6.32459,0
-566.279,31.739706,-25.00949,2.7551703,-9.914204,-8.548383,-10.887058,-15.915457,-5.7238145,-3.157686,-9.436554,-3.2661924,-7.2694154,0
-570.2423,29.644209,-28.982494,-0.7598607,-9.378434,-10.253149,-14.022279,-18.755642,-5.1641397,-3.2630398,-10.700117,-5.4496183,-5.3277197,0
-517.7833,21.455229,-32.446293,-0.03800927,-15.533301,-12.393942,-9.043712,-15.239043,-7.2055097,-2.4675484,-10.627949,-4.837617,-6.8406506,0
-494.808,18.516773,-30.533663,-0.26347983,-14.260017,-13.471564,-8.302681,-15.065697,-8.7528515,-4.1296277,-11.068532,-2.666867,-5.338959,0
-492.42697,16.005924,-27.474258,-4.505616,-12.377764,-12.231945,-9.055265,-13.052566,-7.3929677,-5.26946,-10.991097,-4.056186,-7.79785,0
-484.65524,20.500345,-26.61832,-3.0705972,-12.15743,-10.106901,-11.955373,-15.811392,-5.915218,-2.53644,-10.735475,-2.872681,-5.970009,0
-632.8506,51.545002,-12.669539,7.163704,-8.598198,1.2672942,-9.32365,-11.789904,-4.2885947,-0.95365876,-5.604681,-0.9637259,-5.877238,0
-644.5433,58.015022,-13.685372,9.347857,-10.018488,0.16986862,-8.560241,-13.0454035,-6.8416023,0.34546375,-6.6405396,-2.5094943,-7.9674096,0
-617.88605,51.769234,-9.192073,4.3796687,-5.6958942,-2.407348,-8.336154,-12.726074,-6.023577,0.013182452,-9.183942,-1.6276208,-8.431726,0
-629.6574,49.844067,-14.724611,5.773483,-8.275604,-4.8849463,-10.119399,-14.96212,-4.356279,0.070115976,-10.617073,-1.6123579,-9.774031,0
-575.4601,44.807034,-17.329597,5.1318436,-14.280791,-3.6686268,-8.182659,-14.065145,-6.756991,-0.7357542,-8.85086,-3.090493,-7.650811,0
-574.3785,46.358944,-12.410593,6.2100105,-12.026472,-1.7450233,-5.7356105,-11.182919,-5.9535108,0.43213716,-5.8319693,-2.4103415,-6.970483,0
-549.9685,47.358253,-15.603304,-0.4338675,-11.6194105,-4.9555616,-13.298955,-15.478208,-5.604908,-2.460586,-11.457274,0.13926283,-9.4736595,0
-558.1919,46.444458,-16.041838,1.2929624,-10.725396,-5.0657015,-11.547784,-13.3686905,-6.2359295,-0.4950567,-8.9261055,1.2222431,-9.499559,0
-578.30707,38.90198,-14.954566,10.497827,-7.7063246,-6.909301,-3.5080743,-5.5305448,-3.5088959,-3.2169719,-4.501535,-4.3598266,-3.6524017,0
-604.192,40.71164,-18.15443,5.274613,-7.4432287,-6.2393174,-3.7710927,-7.551677,-6.35486,-4.550044,-7.172849,-2.8320222,-5.679048,0
-599.69946,40.468006,-14.36001,3.8468413,-8.391303,-6.5028343,-4.5362024,-9.767405,-4.7900076,-3.4295464,-8.367629,-3.157656,-8.627603,0
-587.05023,40.161514,-18.048136,5.6682844,-8.299217,-10.024318,-8.320376,-11.062588,-6.6957874,-4.587284,-8.354227,-4.3453026,-6.025764,0
-530.29456,33.75948,-18.660187,6.05214,-10.188527,-6.0098815,-4.4060154,-8.848046,-5.5891438,-3.760342,-5.409414,-2.9947348,-2.6674504,0
-538.8364,36.202457,-23.138054,4.149079,-11.446861,-8.166136,-3.8210719,-7.696171,-5.9904428,-3.4682775,-6.22366,-2.3672392,-1.8613757,0
-536.29803,32.2794,-15.741817,0.024550349,-11.9589615,-11.601454,-5.221387,-11.493751,-7.713663,-5.4771137,-6.1187806,-1.2188839,-5.6374493,0
-517.389,34.55529,-21.286028,-4.2107263,-13.337317,-10.200496,-9.265147,-13.266673,-7.372813,-5.368189,-9.174367,-4.906947,-8.801182,0
-614.902,57.074768,-3.005428,10.988685,3.9053783,-2.1362586,-12.357704,-6.3184566,-3.4715543,-8.204244,-2.2659953,-2.289326,-5.2910075,0
-618.69763,67.55601,4.9372034,17.357784,10.398277,2.023811,-8.084035,-3.2223208,0.40670434,-4.067365,0.1002841,0.7438208,-0.83712554,0
-626.985,60.039165,-0.6540955,13.094035,5.536607,-0.06038773,-13.720121,-5.580929,-4.81035,-7.6976633,-0.4616803,-3.7030435,-4.506599,0
-615.5172,56.388947,2.711851,12.265267,6.276397,1.4607929,-15.863606,-7.498173,-6.1206055,-8.508151,-2.5905828,-2.5723052,-4.113955,0
-635.4177,64.5557,6.157415,12.332961,6.581568,0.6581053,-12.08427,-3.264184,-2.1546474,-5.8965793,3.4398863,-4.5976253,-3.2093067,0
-630.4307,62.951694,-0.21428809,11.19215,4.587308,-2.0631802,-13.277462,-4.5592337,-2.4716206,-5.783329,2.8381484,-5.3827033,-4.5678754,0
-634.74786,72.12701,-1.6522092,10.273391,11.3257475,-1.3796519,-20.935377,2.1863587,-3.886371,-8.088245,5.727404,-7.206219,-3.1399853,0
-550.3412,55.463806,-1.5205293,5.1721354,5.1832914,0.6157518,-17.107397,-3.6320055,-3.5525155,-8.993265,5.27208,-6.519518,-5.524622,0
-550.69165,81.16258,-16.459633,5.5151296,-1.1650138,-4.1059017,-20.502619,-4.812299,-4.7821994,-10.883682,13.467502,-5.3602486,-4.4681363,0
-523.0034,59.97326,-11.83531,7.6415014,4.938775,-2.878421,-14.201495,-9.708077,-5.2527103,-6.7589316,4.3580475,-4.777148,-3.3588753,0
-526.35706,62.443016,-4.270364,7.747646,6.731774,0.5953584,-15.56521,-2.51704,-3.3784645,-7.5441923,11.397503,-5.2158427,-2.3503613,0
-528.7008,59.888565,-3.43346,6.0780134,4.0300226,1.5551546,-17.33349,-5.6847577,-1.248106,-7.649223,10.379884,-8.081422,-3.5737407,0
-541.43396,62.939907,-10.896682,5.0234876,2.9410203,-0.34953377,-14.487152,-10.850215,-9.839633,-8.713091,3.360135,-7.089989,-5.5453305,0
-518.77686,60.561974,-13.635583,-0.9929669,-4.324808,0.43190813,-14.29915,-10.938492,-10.005835,-11.436953,1.5426526,-9.311904,-5.9668016,0
-531.0384,47.807934,-6.9636264,5.4805107,1.1964903,-1.4830704,-18.956888,-9.546917,-8.3875,-12.495875,-2.2082472,-10.097858,-5.9376497,0
-559.2189,53.328415,-4.246273,2.817304,-2.1745317,3.8569667,-17.30687,-9.154489,-6.832294,-10.609907,1.384428,-8.377964,-4.667535,0
-431.3368,47.18086,-10.592874,-3.6897373,-8.615243,-0.66707015,-16.165155,-9.423497,-8.238661,-12.86214,3.3875322,-8.54781,-7.0022707,0
-396.35394,44.82517,-17.43319,-3.066362,-13.049975,-0.730362,-14.439948,-12.393023,-11.713878,-14.753973,2.7679255,-9.596181,-7.390657,0
-349.64948,42.457466,-5.8914094,-2.6478481,-10.625903,0.25984696,-12.834096,-13.979017,-12.142559,-17.222353,-3.6520672,-5.3075156,-10.922759,0
-399.07355,46.937977,-11.740981,-5.4735484,-3.7529025,1.697608,-15.759638,-9.525736,-10.043098,-12.367879,1.6309134,-9.977492,-6.0174837,0
-657.3591,75.70852,-3.3101103,10.149648,6.4848223,1.9474624,-11.010163,-5.310328,-4.5768094,-6.9344225,0.4627926,-4.835016,-4.320331,0
-658.4806,73.63861,1.3408861,10.456873,7.525418,-0.02540415,-10.261498,-4.2870965,-1.9437349,-5.5450377,-1.9104875,-3.2959044,-3.9023101,0
-595.134,63.48487,-5.0381255,12.787282,5.4082,-1.6266949,-13.806425,-7.9549165,-5.231686,-7.9330754,0.952177,-4.3366933,-4.582952,0
-606.35297,68.66107,1.7680492,13.860352,6.1027923,2.9340203,-16.116533,-6.3109665,-3.2679422,-8.258368,1.7850498,-2.210854,-4.298721,0
-521.60266,61.254135,-14.598357,-1.4315842,-2.0324953,-6.642069,-17.962118,-16.233612,-17.038734,-19.195927,-5.233078,-8.282962,-10.629008,0
-476.2699,50.574814,-9.212042,5.8749013,-1.4180195,-2.6641238,-15.259931,-13.915748,-10.622031,-13.106492,-3.4387147,-9.846889,-10.523031,0
-423.8798,52.73428,-11.043619,7.554782,5.090529,-0.27714926,-12.911892,-14.75042,-13.645817,-11.48632,-3.1911626,-9.272736,-5.2219114,0
-472.19107,56.557667,-7.050451,8.383007,3.464172,1.1723671,-11.141272,-9.647944,-12.465518,-11.03022,-2.9160037,-6.257063,-6.24142,0
-612.28955,67.450134,2.5726702,18.87151,5.8769646,-0.8919853,-7.4524026,-10.668024,-6.720721,-3.8415496,-5.7438846,-3.4580925,-3.1017632,0
-509.23788,57.34325,-10.064908,14.337292,3.4714258,-3.1024377,-8.130194,-11.869946,-6.880668,-7.1764174,-8.676049,-3.7766078,-4.111887,0
-526.0858,60.481804,-10.577558,13.760361,1.7746727,-3.1046257,-12.482243,-14.94083,-7.705935,-6.171361,-7.2520075,-3.1912065,-1.9408134,0
-485.16855,58.096497,-11.307796,6.7264743,0.4161899,-3.9536026,-14.689174,-13.14529,-9.483667,-8.011418,-6.8617296,-4.0231357,-3.5826519,0
-336.1751,42.30464,-18.452162,10.394906,-11.737785,-2.3073964,-6.0895047,-15.495786,-5.2860003,-6.7856174,-7.4350677,-1.562163,-5.467455,0
-327.29996,40.78643,-13.539106,9.730583,-5.22645,-3.190685,-7.7176795,-14.57964,-6.443733,-4.9492126,-7.318389,-3.7269166,-4.889227,0
-349.50302,47.37567,-13.755342,6.7983017,-10.096563,-3.4645061,-6.2500033,-15.447599,-8.947666,-5.3170066,-6.4334025,-2.3165038,-6.0802317,0
-321.2689,42.25883,-13.716505,8.177733,-12.408047,-2.67869,-5.6263905,-12.631624,-10.366708,-5.158923,-4.5436125,-2.638127,-7.7663517,0
-577.0794,64.093605,-1.9921479,11.949162,4.5549116,0.82981664,-13.047454,-15.435611,-1.9302875,-5.074083,-4.095496,-5.3951197,-6.749724,0
-517.00604,65.553345,-7.8614945,10.615663,3.3540094,-5.0627947,-17.242474,-15.207238,-5.5170817,-8.975989,-7.5315323,-6.7599583,-9.9598055,0
-526.0481,53.83271,-4.3291564,9.357606,0.8290929,-2.6802118,-15.066065,-13.917499,-8.033767,-9.285238,-3.373324,-5.321283,-8.933669,0
-545.991,61.403923,-12.075234,10.314289,3.5079992,-1.7600436,-15.641455,-13.735012,-6.952172,-8.440771,1.075179,-4.496972,-5.9170184,0
-371.73016,68.03024,-11.955896,14.502535,6.988807,3.8058527,-7.003296,-2.7580688,-7.7479377,-7.8298645,9.037932,-6.6426687,-6.9836273,0
-331.5754,50.22172,-23.730465,3.2623615,-4.964422,0.09343945,-16.232252,-19.422504,-10.879751,-15.304462,0.45316365,-10.531154,-9.823957,0
-390.7082,50.22586,-8.776138,8.600272,1.169839,6.304207,-10.398429,-14.762702,-10.148033,-11.793284,1.1482692,-5.9557652,-10.775265,0
-343.5642,54.0424,-26.188856,-3.413667,-9.415618,-0.40520483,-21.963953,-14.307237,-13.977261,-18.73405,7.1160765,-5.891416,-11.01661,0
-536.9967,63.037205,-11.07923,10.565009,0.58590883,-5.158602,-9.007859,-7.2522197,-7.2280574,-0.2329934,-0.4686902,-7.4732246,-5.4049487,0
-579.74744,64.63354,-4.643204,11.197004,5.0616627,-4.8837557,-8.567404,-9.912014,-8.593768,-2.8953521,-1.1382538,-6.3146496,-4.974102,0
-583.967,51.132317,1.1936802,14.115938,3.0942342,-3.3849843,-14.568259,-6.200352,-4.485465,-2.0346735,-1.6918921,-9.313631,-4.820317,0
-508.10297,57.234135,-14.153338,8.996402,2.1287448,-5.4959216,-14.964856,-9.060297,-8.732488,-3.6839468,0.9719555,-7.499865,-5.319109,0
-548.19104,68.567474,-7.9105353,15.691458,4.085683,-9.032181,-12.239691,-5.2101727,-4.5200253,-4.526511,-1.5940497,-6.6287656,-5.8699503,0
-516.1563,70.92716,-3.5723283,12.939763,-3.59349,-4.828388,-11.238826,-2.0149512,-4.4022026,-4.7293234,1.671094,-4.537335,-3.9990373,0
