0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-546.3417,42.903503,-6.40775,13.032621,-1.7944484,-2.409417,-4.6959043,-1.079173,-12.832335,-4.406177,-1.2240134,-4.406079,-1.065066,-4.2613306,-3.623211,-1.4658298,-6.513277,-1.5580255,-4.25117,-3.0558782,-5.5948277,-2.2901835,5
-526.54034,40.550125,-5.8469234,8.531039,-3.8284836,-3.2202508,-7.475059,-8.151176,-13.546167,-6.147716,-4.9182553,-6.246776,-3.8764508,-4.333686,-4.994554,-2.620617,-8.812981,-1.4486368,-5.9414897,-3.9319925,-4.916208,-2.3440003,5
-571.15985,45.756905,-1.8889462,12.214232,-0.7662792,-1.4611003,-5.5919952,-6.3026958,-13.775704,-3.8180676,-3.9971755,-4.106056,-1.3070606,-5.05898,-2.5608497,-0.25030497,-7.9944997,-2.461409,-2.4090118,-4.153036,-6.52697,-1.9994315,5
-531.053,44.653122,-3.24905,8.975468,-0.36828804,-3.1031551,-4.7316017,-6.2016907,-15.522319,-4.6229415,-2.943895,-5.428802,-0.06843946,-4.8461595,-4.792139,1.1885755,-9.502509,-1.1884736,-1.9854875,-4.616765,-6.5348415,-0.39113167,5
-349.33228,30.41138,-20.523148,1.3123857,-11.870387,-3.8278084,-13.357002,-13.008143,-14.113652,-7.955347,-6.107919,-4.5124035,-7.5626903,-5.354641,-4.4814835,-0.19890478,-7.983862,2.5902333,1.7322298,4.1284757,2.8643074,5.1052485,5
-368.5743,22.89318,-19.359463,3.8106205,-10.871699,-4.801291,-12.855065,-7.384648,-17.476631,-8.489613,-5.3784003,-7.7502575,-5.4376297,-3.1363087,-6.0425878,-2.3484387,-12.174942,-5.0141726,-6.4394855,-7.264638,-6.7249722,-0.46119893,5
-401.70688,30.505062,-16.271894,5.4238043,-7.22892,-3.4187636,-11.863017,-9.063133,-17.432384,-6.1348705,-4.5843263,-8.247121,-3.6859486,-4.2037745,-5.056756,1.1873993,-10.512185,-1.3268555,-3.8026638,-4.128439,-3.3086796,0.5305877,5
-304.19458,22.833496,-20.766605,-2.4956393,-11.075023,-6.0602098,-17.539633,-11.272037,-16.626715,-8.928222,-2.9648602,-7.903824,-6.503943,-3.8740447,-4.015991,-0.15917277,-5.856941,2.1248653,4.189169,1.7683872,-0.2503551,2.4850614,5
-595.5693,58.395145,1.8540379,14.74808,8.114681,-2.0215025,-4.586835,-8.132957,-12.64699,-1.0177996,-2.6425076,0.881149,3.2754881,-3.223578,1.2487737,5.5279484,-4.368785,-1.5342487,-1.1350245,-1.2200764,-5.3018556,0.07809179,6
-603.5112,55.546993,-6.363469,9.471385,4.087012,-3.6968248,-8.442776,-11.976025,-16.687145,-3.7323687,-3.7408295,-5.831695,-0.55475813,-6.025748,-2.1411908,2.9540012,-7.6817045,-3.9377403,-2.6857607,-2.9120367,-6.2242656,-1.2944885,6
-624.4835,60.616714,7.0847297,19.610245,9.924355,4.668557,-1.2066208,-4.9920397,-8.702972,0.9026996,-0.107477486,0.977409,2.5910144,-1.3573896,1.0416069,4.791578,-2.2639027,-0.8766301,0.73987794,2.762591,-5.8380146,0.08756231,6
-624.2697,60.829174,-3.742742,15.80237,6.361756,0.34993976,-4.3208704,-10.190178,-10.925959,-0.27174252,-1.2894627,-0.8525217,-0.08690391,-3.1409717,0.69531554,1.047816,-3.1530323,-3.0538197,-0.4340847,1.954149,-7.122831,0.72723854,6
-439.42676,52.822906,-13.1232,5.725411,1.2466226,6.4155464,-6.1541896,-11.611233,-15.285753,-1.421226,1.6235893,-3.1532912,-1.0919679,-1.7866038,-0.18636721,9.181972,-2.4462514,-3.648666,-1.7479477,-1.9560149,-4.835398,1.9105293,6
-404.2764,43.124683,-17.967274,-2.786456,1.5000676,0.20250832,-11.827837,-14.612068,-17.648897,-6.861052,-4.892947,-8.805667,-6.802556,-4.8289933,-3.3725593,3.3433964,-8.985888,-6.4319487,-2.0516608,-2.883078,-6.5186067,-1.2900383,6
-369.8635,39.62853,-15.81711,-0.4445594,-6.1743937,-0.65013087,-10.510261,-17.828594,-18.271336,-8.987494,-4.1960783,-7.476551,-8.196327,-6.906387,-6.7991686,5.327839,-8.977286,-5.265863,-2.3917434,-2.8703418,-4.60801,0.21731319,6
-427.36502,45.67874,-15.949531,-0.6474927,-1.2069637,2.4827278,-14.023713,-15.020881,-17.594849,-9.059507,1.8709944,-7.001272,-7.8301115,-5.646576,-4.4122105,4.399407,-8.909101,-6.04989,-1.3112699,-3.8375552,-6.5485015,-0.9402536,6
-647.8857,64.334526,-3.6199791,11.524656,3.4450471,0.94751316,-7.658136,-6.8583255,-14.2240505,-4.0979333,-1.109157,-6.8793387,-2.0611498,-6.776376,-1.244014,-2.4131587,-6.592949,-2.6832407,-4.2799954,-1.3320279,-5.883227,1.3736641,7
-626.8025,53.27183,-0.19223465,5.198968,2.9766734,0.0326725,-9.902622,-6.332047,-13.754279,-4.452126,-0.9991195,-5.919888,-3.7457275,-3.9015372,-2.16868,-2.0433743,-5.6475897,-2.0825467,-1.8796456,0.43419498,-5.001118,1.2286497,7
-667.7139,71.74298,1.5414017,13.028861,1.3599029,3.8833182,-5.2529945,-11.68119,-8.863107,-1.5998626,-2.9347823,-2.6152387,-1.3883412,-5.9047127,-2.99716,0.39119372,-5.714967,-1.8499008,-1.4222009,-3.011088,-8.814212,0.67803055,7
-669.5406,55.215244,-1.3248004,10.9775305,-0.5819965,4.0443172,-5.8073545,-9.683692,-7.853657,-1.0020139,-0.29664087,-3.5719888,-0.88945603,-5.9500036,-1.6826186,0.46247837,-6.3306193,-2.158885,-1.7087259,-1.5103264,-6.1319637,-1.4002852,7
-490.16766,44.43411,-7.4290633,-5.2013955,-9.914325,-1.4521043,-12.061374,-16.900772,-14.3769455,-6.4442534,-4.0134516,-3.9176767,-7.465685,-5.7446814,-6.3673897,-5.0370574,-6.2351108,-1.7479912,-5.6025605,-4.0798516,-8.337777,-1.6073184,7
-491.31628,35.61806,-9.476309,2.3481908,-9.092998,-5.8976183,-18.763405,-15.432763,-9.989695,-5.422116,-4.924889,-5.478387,-7.2860446,-8.219913,-2.9627638,-0.5942243,-8.755432,-0.6500153,-6.5742893,-4.8409405,-5.424736,-2.7422922,7
-521.04474,43.79376,9.018935,-0.14687076,-7.643604,0.9080323,-12.523923,-15.505722,-5.926439,-8.252455,-9.258677,-2.5275187,-8.105758,-10.577417,-5.470741,-4.3660474,-12.892128,-4.5671487,-5.713167,-5.0071797,-8.535076,-3.515758,7
-501.11404,42.599346,-1.3493056,-0.1193402,-4.3794203,-1.486238,-13.832367,-15.04822,-8.739339,-5.164778,-6.8698463,-5.706927,-7.4780364,-6.132219,-5.584846,-0.57562023,-7.997513,-2.5916996,-4.217875,-3.132686,-6.288851,-2.8600602,7
-660.7038,53.33359,-0.79490423,8.585911,4.159752,-2.174864,-6.379263,-6.273192,-10.068005,-5.5550942,-0.5925157,-4.991651,-1.132309,-4.6021805,-4.8903384,0.3901822,-8.6198845,-3.5334074,-2.9714758,-2.7624836,-5.874486,-2.7134755,8
-684.0049,53.245083,-3.824052,10.863383,6.459986,-1.7641879,-6.690279,-5.712965,-10.270371,-1.246635,-1.4201652,-5.5388427,-0.763196,-4.2606287,-5.467449,1.8679507,-6.223051,-2.0826833,-0.36510786,-0.7485331,-6.9659076,-1.4471868,8
-661.698,56.715385,-0.47714803,13.324948,3.0821433,-0.72484565,-4.334768,-6.946838,-11.404602,-2.214427,-1.1596667,-3.4503157,-2.2881184,-5.141676,-2.6635928,1.243951,-6.969133,-2.9184372,-1.2827294,-0.7291954,-8.266386,-1.8935595,8
-666.63245,49.67482,-2.201217,8.59013,-0.85706604,-3.52395,-4.707689,-6.8314037,-9.854806,-5.0809245,-1.3115125,-6.220011,-1.3090926,-4.878011,-4.3909807,1.166915,-8.82555,-3.806193,-1.9195853,-2.1842241,-7.4524274,-1.9422064,8
-605.4552,51.44182,-5.8208895,8.970381,3.7160833,-2.2610714,-8.388425,-5.9210763,-11.399495,-4.341223,0.053027928,-7.4543834,-0.24496992,-3.4351168,-5.271295,1.0704235,-8.963392,-3.9963431,-3.5688944,-4.151122,-5.9741178,-2.024582,8
-553.4349,42.34179,-5.6205363,7.7216315,-0.3379584,-2.9505708,-7.043262,-7.178857,-11.853998,-6.2996254,-1.6240135,-6.278171,-2.295075,-2.9706757,-7.033967,-0.3820519,-8.49345,-4.733552,-3.1163962,-4.06481,-5.8797455,-2.5954158,8
-592.73694,45.527775,-4.781423,8.121532,0.16488303,-3.7623193,-7.1293106,-9.040397,-15.125155,-2.1820283,-3.1337657,-5.305816,-1.3364407,-5.1335044,-5.834976,0.4305901,-9.720997,-2.910105,-1.6646453,-3.0906096,-7.599459,-2.0347645,8
-573.5985,47.206623,-5.934521,6.493814,-0.9388617,-0.338818,-8.983735,-9.345156,-11.675053,-4.897145,-1.7663746,-5.397084,-2.1397543,-3.5269253,-8.182462,1.3647355,-9.116907,-6.097462,-2.5756679,-1.9979662,-8.198844,-4.2721157,8
-650.88696,54.811466,-9.415654,8.737362,-4.716145,-3.440709,-5.684013,-8.289238,-4.2872987,-0.5839202,-5.0302076,-1.6945443,-5.356237,0.43420935,-7.1389627,-1.7861661,-3.0378492,-1.7600412,-1.7244216,-0.4262773,-0.52106565,-0.84357196,1
-646.173,49.427307,-11.090625,11.785176,-6.1140323,-2.7821631,-5.58075,-7.02509,-3.0729105,-1.6675559,-3.574869,-2.0481231,-5.7755084,0.058855694,-6.359615,-2.878337,-2.5499108,-0.711325,-2.0616536,-0.22397693,-0.8877582,-1.3744732,1
-622.73773,51.62893,-10.733812,5.0812383,-5.1063056,-2.911272,-6.0192585,-9.093672,-5.539858,-1.6969988,-5.326417,-2.5882556,-6.7006125,1.8683487,-6.5379753,-2.8834672,-3.4711356,-3.240567,-1.4610959,0.17983729,-0.45041287,-0.35865963,1
-638.20654,46.863243,-10.208138,5.2521963,-6.740145,-4.729086,-6.611048,-10.276888,-6.4051967,-2.9118538,-5.977235,-2.9582925,-8.823288,-0.11115568,-7.7292833,-2.8782682,-3.2871704,-4.3211474,-1.5795065,-0.6279021,-0.60787004,-1.6422082,1
-663.485,52.51666,-3.929151,12.229964,-5.046354,-1.3994019,-3.784668,-7.1928005,-3.3398378,-1.7999017,-3.5469081,-3.9210706,-4.864671,1.5936124,-5.897191,-1.9944997,-3.6188002,-1.7135295,-4.822395,-1.3389926,-2.163437,-1.8620157,2
-658.85657,48.35173,-8.860038,9.020869,-6.0316267,-2.496105,-5.0419555,-8.881883,-3.43643,-3.139913,-4.323446,-6.849558,-5.8488736,1.4782292,-7.1664968,-2.823743,-5.6298523,-3.6368628,-5.702509,-2.8943813,-2.6070454,-2.618075,2
-657.19147,46.24117,-5.832902,4.684302,-4.8182607,-3.193149,-7.0571694,-8.495058,-6.3728952,-2.2484508,-6.6539764,-4.5172443,-7.4011965,0.8093911,-8.924783,-4.6941314,-3.7551346,-3.4648213,-5.2555313,-2.2221606,-3.6362941,-5.0006456,2
-649.65686,49.158146,-11.404677,1.7404541,-6.686942,-4.7690425,-8.295969,-11.592744,-6.922735,-3.6700437,-7.5794783,-5.716816,-10.091454,-0.9587655,-9.757006,-5.147623,-5.0406866,-4.042975,-6.6016903,-3.7778006,-5.0230346,-5.66274,2
-644.4617,43.892715,-6.179109,8.142857,-6.478416,-4.6782737,-4.4029903,-7.6497564,-6.631286,-1.933306,-4.9996743,-6.3571053,-5.446917,-1.6074077,-6.778054,-3.6470346,-5.8122587,-3.0301595,-5.267396,-3.0353568,-2.128333,-3.8827374,2
-654.94727,46.60622,-9.203025,7.76346,-8.2052355,-2.377125,-5.512875,-9.178723,-5.26058,-3.3639586,-3.1236029,-7.2688017,-6.322726,0.12687266,-6.8766484,-3.8246586,-6.297161,-3.736335,-5.089474,-4.2636247,-4.6177835,-5.6160684,2
-651.76166,41.654026,-7.1342964,1.3726702,-7.817509,-2.1355243,-9.236521,-11.093529,-8.5989,-2.4836564,-7.575759,-8.154436,-8.524458,-1.1424085,-9.37975,-3.0616355,-5.2455235,-3.448471,-6.2211347,-3.8624818,-3.2193382,-5.9577518,2
-657.49426,47.748768,-5.3763347,3.576216,-6.7308083,-1.4113302,-8.252039,-9.882028,-6.804762,-0.90638965,-6.4055796,-8.362635,-8.921062,-0.09179801,-9.139162,-2.951767,-6.270951,-3.3698392,-6.3357043,-4.191672,-4.5758295,-6.557713,2
-584.98193,43.49735,-21.613512,8.840687,-7.1847095,-5.8508253,-4.939766,-12.593667,-4.7779684,-3.069792,-5.8166876,-2.4290986,-8.782639,-0.5740304,-5.7596207,-3.518036,-2.6407504,-1.4213643,-3.4504597,1.1339806,-1.9169317,-2.7034414,3
-604.8968,45.431297,-18.239317,12.399058,-6.7792864,-6.2503557,-4.8959746,-12.205088,-3.925211,-3.7932808,-6.648871,-1.5089442,-8.131906,0.39815763,-5.3137794,-4.1400104,-2.3646464,-1.052449,-2.9927335,2.0755064,-1.9956505,-2.7380567,3
-597.07983,42.59051,-21.175423,5.6965714,-8.307208,-6.419817,-9.269517,-14.622379,-5.3774085,-3.3579507,-8.641006,-2.1729333,-10.428896,-0.5958707,-6.4722466,-5.4850335,-3.0978487,-3.975929,-4.5468283,1.1972518,-1.2924232,-2.4127114,3
-593.2368,46.83099,-15.85643,8.831805,-6.5239244,-5.7551813,-8.941295,-12.571816,-3.4212275,-1.8476434,-7.425349,-1.6756238,-8.783872,0.0544462,-7.3191648,-4.4295497,-3.1099923,-3.1098576,-3.4920056,1.3884366,-2.358656,-3.404491,3
-485.7631,32.564266,-30.229746,7.220267,-11.697917,-14.50974,-7.1570253,-15.302261,-4.2934856,-7.598068,-9.714729,-1.8769455,-11.951104,-0.04800739,-6.903604,-5.9314613,-0.8057376,1.0153999,-1.1401495,2.1391926,-2.2201765,-2.9574914,3
-484.05106,36.137093,-31.03271,6.3685184,-9.820409,-15.266206,-8.6173315,-13.688791,-5.406814,-5.569201,-9.62315,-0.3248102,-11.087544,1.0703405,-5.4873924,-4.4346766,2.1433733,1.4166348,-0.77978975,2.0796046,-1.199854,-2.6208885,3
-534.58813,38.3263,-23.210785,4.878228,-6.7186866,-11.688892,-12.039904,-14.707695,-4.393068,-3.4077706,-11.876591,-1.9585088,-11.026934,-0.7656702,-6.81428,-7.53825,-2.8087568,-4.386714,-4.2511916,1.1218307,1.2148924,-1.7728382,3
-535.76544,36.595924,-22.95475,4.3493896,-8.955843,-12.382878,-9.473108,-14.072242,-6.5938363,-5.6398363,-11.27791,-1.5097876,-12.058823,-0.039178632,-6.9970827,-6.277375,-0.30352554,-0.7547485,-2.2789702,2.1310635,-1.1811285,-4.1393266,3
-676.3024,52.98468,-10.12559,7.553023,-6.3764544,-4.178101,-7.0682874,-10.334011,-6.4553995,-3.6685622,-5.264068,-5.192524,-5.321126,1.713327,-6.380688,-2.6225586,-5.075124,-1.9102519,-5.6607456,-2.243437,-2.5829256,-2.1723137,4
-668.92224,55.75881,-10.189733,9.236055,-5.7070374,-2.9092662,-5.037942,-8.864873,-6.852291,-1.2673047,-5.5656886,-3.4122162,-5.800645,0.64724493,-6.240483,-3.2321017,-5.000046,-2.1619327,-5.5083833,-2.2256413,-1.727335,-2.4677365,4
-655.3415,43.67786,-5.2189183,4.6036606,-5.1560073,-4.3768125,-9.468041,-11.186405,-4.6684284,-2.7140484,-6.6079,-3.335372,-6.870284,-0.39500707,-6.8886523,-4.141083,-3.7551746,-2.9311595,-4.816324,-2.2845356,-2.839766,-5.2513995,4
-677.4653,44.890083,-6.030832,7.0383196,-3.464866,-3.586947,-7.290988,-9.730349,-5.9338603,-0.385816,-6.3672686,-3.241709,-6.4047236,-0.5475137,-6.523746,-2.6642275,-3.6128402,-2.822692,-3.819765,-3.1698446,-2.2915795,-5.0513835,4
-660.632,47.767834,-10.136257,6.3656726,-9.269877,-6.1767464,-10.420731,-13.701457,-9.670953,-3.7259302,-8.182416,-2.2050087,-7.310877,3.379732,-5.299656,-5.3303514,-3.299529,-0.9486391,-3.5707836,0.072481714,0.38439468,0.03734764,4
-678.2814,54.174164,-5.932104,8.357221,-5.2659736,-4.165119,-10.403088,-11.6405115,-9.475466,-3.1103897,-7.203175,-2.9418535,-7.073263,-0.3362046,-5.6122475,-3.2582054,-2.9917927,-0.5442315,-5.188887,-1.3197778,-2.539634,-1.7040215,4
-662.81335,44.247383,-6.596105,4.502158,-6.5919714,-4.442575,-11.3683815,-14.228846,-10.855096,-4.383649,-8.694472,-3.686016,-9.680867,-0.99900806,-6.793512,-7.265268,-3.488105,-3.3633811,-7.668648,-2.3230178,-4.0758247,-4.475009,4
-660.66174,44.72814,-7.225119,5.4583187,-5.669271,-6.8396263,-12.824379,-13.459359,-9.2150545,-2.432897,-10.154377,-3.5748544,-8.822795,-0.37302282,-5.5579357,-6.9851832,-2.6472912,-2.4858813,-6.807362,-1.3812436,-2.4974937,-1.7156615,4
-562.73615,44.10544,-10.6997795,6.3714294,-6.6138616,-4.3920217,-3.9863489,-9.935482,-4.7145042,-1.9718874,-3.2711892,-2.0595431,-5.1233196,1.2271572,-5.469642,-3.4783685,-3.9794376,-1.9096673,-2.3450096,1.1673255,1.8263575,0.67348284,5
-532.2975,42.717583,-17.331505,7.813206,-8.506889,-4.2809963,-5.7889214,-10.066204,-3.0511558,-0.46559715,-2.5434763,-1.6033282,-4.46429,0.24790163,-5.285516,-3.2231932,-3.0722682,-1.0714986,-2.0227244,2.9668121,1.0873891,0.5489458,5
-573.49945,46.20469,-10.169035,4.650053,-8.68412,-3.1298323,-5.5776434,-10.671836,-5.9722543,-1.6526487,-6.107992,-2.0806262,-7.3920755,0.31906655,-6.1335444,-4.2903433,-3.5992866,-4.41592,-5.834078,-1.7584367,-1.9887104,-1.5471066,5
-562.6179,41.796906,-16.12536,4.2044134,-11.664732,-6.5105143,-5.6719065,-12.340054,-6.299266,-2.249969,-5.676751,-2.0664127,-8.7941,1.8622961,-6.2045484,-3.073596,-3.6030366,-5.873965,-6.9408956,-1.6923368,-2.388001,-2.4774976,5
-443.62094,30.320278,-23.778652,3.3619385,-15.067614,-7.6315374,-3.0038416,-13.512605,-2.783746,-4.23014,-4.1299906,-2.87795,-7.3550873,-0.43911734,-4.475573,-0.51626253,0.13483407,2.915643,1.0521647,3.802344,1.5213904,0.8845401,5
-468.1172,33.576775,-24.631952,3.3620634,-15.354207,-6.833356,-0.16274151,-12.432515,-4.4426513,-4.392281,-4.002981,-1.6553297,-8.596327,0.5977978,-5.621263,-2.9907773,-1.3092147,1.2155071,-0.22458918,3.0074031,0.14187926,0.4093202,5
-422.81915,26.026506,-31.10443,-4.063786,-18.762997,-12.287956,-4.5384393,-17.901114,-7.6936584,-6.929589,-8.54362,-4.2587194,-11.721239,-3.2982495,-6.4349203,-1.4427164,-0.05701513,3.890294,2.6995652,5.914507,4.600405,4.5410066,5
-416.50317,24.154707,-31.213703,-1.7833326,-19.540026,-10.8695965,-3.7596686,-16.692081,-6.525339,-6.4464064,-8.498057,-4.262541,-12.149719,-2.5200555,-6.9334087,-0.6374023,1.0559074,2.291712,-1.1564497,3.615057,0.6349805,2.8135896,5
-568.453,33.78707,-26.661388,5.2681165,-12.740525,-9.301659,-9.053096,-14.913774,-6.599834,-6.9515753,-6.903594,-4.915564,-5.4649553,2.2825353,-6.07135,-4.4621954,-7.7896333,-2.169361,-2.324096,5.5131593,7.103084,8.005127,6
-569.5748,33.871086,-26.092636,2.276772,-11.48383,-8.557249,-7.6728516,-16.266457,-7.1057014,-5.636946,-7.5076394,-4.8900285,-6.32459,3.1467102,-7.058983,-4.1603565,-3.364851,0.34014988,0.8340058,7.761802,7.9539785,7.756349,6
